,state,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc
0,Hold,-0.0009586028172634542,0.24762915074825287,0.0,0.0,0.0,0.0,244.0,0.0,-968.0
1,Hold,-0.0001668954937485978,0.24711276590824127,-1.6239709854125977,-3.0511870136251673e-05,-1.4930779798305593e-05,0.00011929946049349383,244.0,0.0,-968.0
2,Hold,-0.002344676526263356,0.06338127702474594,-1.6446139812469482,0.00015505742339883,9.878080163616687e-05,3.200913124601357e-05,244.0,0.0,-968.0
3,Hold,-0.02256069704890251,0.10953014343976974,-1.7045419216156006,2.5723544240463525e-05,5.794479511678219e-05,-3.695207487908192e-05,244.0,0.0,-968.0
4,Hold,-0.032798610627651215,0.2247060090303421,-1.7154335975646973,-6.061924295863719e-07,-2.5953810109058395e-05,9.878930723061785e-05,244.0,0.0,-968.0
5,Hold,-0.018592480570077896,0.2904154658317566,-1.6826095581054688,8.128767512971535e-05,4.7372799599543214e-05,8.735228766454384e-05,244.0,0.0,-968.0
6,Hold,0.0060720294713974,0.30117103457450867,-1.636443853378296,-2.365271393500734e-05,2.04458115149464e-06,-1.3375600246945396e-05,244.0,0.0,-968.0
7,Hold,0.021404774859547615,0.2887604534626007,-1.6059592962265015,6.990009569562972e-05,9.421057711733738e-07,5.51736266061198e-05,244.0,0.0,-968.0
8,Hold,0.019185731187462807,0.26894232630729675,-1.6089001893997192,2.2423702830565162e-05,3.541720798239112e-05,2.5323657609988004e-05,244.0,0.0,-968.0
9,Hold,0.008414794690907001,0.2521514594554901,-1.6242793798446655,6.627865514019504e-05,5.07186159666162e-05,0.00013991566083859652,244.0,0.0,-968.0
10,Hold,-0.0032013629097491503,0.2430707812309265,-1.6441545486450195,0.00011697558511514217,-3.222069062758237e-05,8.162300946423784e-05,244.0,0.0,-968.0
11,Hold,-0.01072497759014368,0.24001042544841766,-1.6614165306091309,0.00010133631440112367,1.714945028652437e-05,1.6915651940507814e-05,244.0,0.0,-968.0
12,Hold,-0.013097232207655907,0.24082478880882263,-1.6734391450881958,7.990877202246338e-05,-3.88052430935204e-05,-5.2175608288962394e-05,244.0,0.0,-968.0
13,Hold,-0.011399989947676659,0.2433202564716339,-1.6803350448608398,0.00011043522681575269,7.525535329477862e-05,8.134899690048769e-05,244.0,0.0,-968.0
14,Hold,-0.007573260925710201,0.24583843350410461,-1.6833956241607666,9.093057087738998e-06,7.615221693413332e-05,0.00018174115393776447,244.0,0.0,-968.0
15,Hold,-0.003713832935318351,0.2474258840084076,-1.6843039989471436,0.00017781024507712573,6.072801988921128e-05,0.00013209725148044527,244.0,0.0,-968.0
16,Hold,-0.0008875654311850667,0.24809761345386505,-1.68439781665802,6.796849629608914e-05,0.00013237277744337916,0.00017270928947255015,244.0,0.0,-968.0
17,Hold,0.000587917398661375,0.24811549484729767,-1.684476613998413,3.292598921689205e-05,7.684829324716702e-05,9.48135566432029e-05,243.0,0.0,-968.0
18,Hold,0.0009573682909831405,0.24781760573387146,-1.684830904006958,-1.4605767319153529e-05,0.00010119339276570827,0.0001051828803610988,244.0,0.0,-968.0
19,Hold,0.0006327807786874473,0.24751824140548706,-1.685543179512024,3.4099066397175193e-06,0.0003115560975857079,-0.0007257943507283926,244.0,0.0,-968.0
20,Hold,9.140231122728437e-05,0.24732854962348938,-1.6862789392471313,4.5291148126125336e-05,0.0003167153336107731,-0.0006637367187067866,244.0,0.0,-968.0
21,Hold,-0.00031464637140743434,0.24725832045078278,-1.6868741512298584,5.98328115302138e-05,0.0004938028287142515,-0.0006231471779756248,244.0,0.0,-968.0
22,Hold,-0.0005029371823184192,0.24725069105625153,-1.687289834022522,4.004726361017674e-05,0.00037417327985167503,-0.0006835331441834569,244.0,0.0,-968.0
